,Dates,XPD Curncy,log_returns
1480,1995-04-09,147.0,0.0
1481,1995-05-09,145.5,-0.01025650016718911
1482,1995-06-09,145.1,-0.002752926721405032
1483,1995-07-09,146.15,0.0072103316671127725
1484,1995-08-09,145.75,-0.002740666326653194
1485,1995-11-09,147.2,0.009899381064174121
1486,1995-12-09,148.25,0.007107831583059008
1487,1995-09-13,148.25,0.0
1488,1995-09-14,148.75,0.0033670065479042485
1489,1995-09-15,148.0,-0.00505477066162406
1490,1995-09-18,148.05,0.00033778078348518687
1491,1995-09-19,147.5,-0.0037218787677258188
1492,1995-09-20,143.0,-0.0309835455199672
1493,1995-09-21,137.2,-0.04140491496812248
1494,1995-09-22,136.25,-0.006948281748431294
1495,1995-09-25,136.5,0.0018331810816609117
1496,1995-09-26,138.2,0.012377296708555054
1497,1995-09-27,139.8,0.011510918466140491
1498,1995-09-28,142.5,0.019129169908995172
1499,1995-09-29,144.75,0.015666116744399456
1500,1995-02-10,140.1,-0.03265166311014336
1501,1995-03-10,139.8,-0.002143623543251342
1502,1995-04-10,137.4,-0.01731645001146093
1503,1995-05-10,136.3,-0.008038041085762036
1504,1995-06-10,136.3,0.0
1505,1995-09-10,139.0,0.01961559442820483
1506,1995-10-10,139.9,0.006453948540743738
1507,1995-11-10,137.95,-0.01403658100814058
1508,1995-12-10,137.5,-0.003267383556669079
1509,1995-10-13,138.2,0.005077994226943483
1510,1995-10-16,138.75,0.00397184129297438
1511,1995-10-17,138.0,-0.005420067469339145
1512,1995-10-18,137.5,-0.0036297680505787237
1513,1995-10-19,136.5,-0.007299302481611608
1514,1995-10-20,135.75,-0.0055096558109695845
1515,1995-10-23,135.25,-0.003690041087453907
1516,1995-10-24,135.75,0.003690041087453963
1517,1995-10-25,137.0,0.009165967014080182
1518,1995-10-26,135.0,-0.014706147389695449
1519,1995-10-27,136.2,0.00884961527698238
1520,1995-10-30,136.75,0.004030047586678571
1521,1995-10-31,138.75,0.014519311324453369
1522,1995-01-11,137.75,-0.007233304593520061
1523,1995-02-11,135.5,-0.016468807713268252
1524,1995-03-11,135.55,0.0003689356249190476
1525,1995-06-11,133.75,-0.013368190168558659
1526,1995-07-11,135.25,0.011152531950474887
1527,1995-08-11,135.2,-0.00036975411772727993
1528,1995-09-11,136.25,0.007736269934489848
1529,1995-10-11,136.15,-0.000734214423584785
1530,1995-11-13,136.25,0.0007342144235847321
1531,1995-11-14,135.5,-0.00551979322359781
1532,1995-11-15,136.0,0.003683245416296368
1533,1995-11-16,134.5,-0.011090686694158173
1534,1995-11-17,134.75,0.0018570107472126892
1535,1995-11-20,135.25,0.0037037079374844318
1536,1995-11-21,135.6,0.0025844577797042804
1537,1995-11-22,133.75,-0.01373698973017922
1538,1995-11-23,133.5,-0.0018709079358117313
1539,1995-11-24,133.75,0.0018709079358116025
1540,1995-11-27,134.25,0.003731347612858184
1541,1995-11-28,134.0,-0.0018639334380627533
1542,1995-11-29,132.0,-0.015037877364540559
1543,1995-11-30,130.75,-0.00951481964133862
1544,1995-01-12,128.5,-0.01735819860975775
1545,1995-04-12,132.5,0.030653741091002305
1546,1995-05-12,134.5,0.014981553615616894
1547,1995-06-12,133.35,-0.008586948413870582
1548,1995-07-12,134.0,0.004862549322888095
1549,1995-08-12,135.25,0.009285117775679478
1550,1995-11-12,137.5,0.01649899938003507
1551,1995-12-12,136.7,-0.005835173376722234
1552,1995-12-13,134.95,-0.012884404265890211
1553,1995-12-14,134.5,-0.0033401404221198245
1554,1995-12-15,132.0,-0.01876227645552289
1555,1995-12-18,134.0,0.015037877364540502
1556,1995-12-19,132.0,-0.015037877364540559
1557,1995-12-20,130.95,-0.007986351632650044
1558,1995-12-21,132.9,0.01478139476547891
1559,1995-12-22,132.5,-0.0030143202929228128
1560,1995-12-25,132.5,0.0
1561,1995-12-26,132.5,0.0
1562,1995-12-27,130.1,-0.018279259907817327
1563,1995-12-28,128.25,-0.014321901467580679
1564,1995-12-29,128.7,0.0035026305512020745
1565,1996-01-01,128.7,0.0
1566,1996-02-01,132.75,0.030983545519967227
1567,1996-03-01,132.5,-0.001885014695771335
1568,1996-04-01,132.1,-0.003023433897997286
1569,1996-05-01,133.0,0.006789916693474104
1570,1996-08-01,131.5,-0.011342276603934495
1571,1996-09-01,129.25,-0.01725833822928071
1572,1996-10-01,131.0,0.013448809812613002
1573,1996-11-01,129.0,-0.015384918839479456
1574,1996-12-01,128.8,-0.001551590691418833
1575,1996-01-15,130.25,0.01119486696322299
1576,1996-01-16,131.0,0.005741642567675183
1577,1996-01-17,130.75,-0.0019102202561192376
1578,1996-01-18,130.0,-0.005752652489449811
1579,1996-01-19,130.45,0.0034555611271549617
1580,1996-01-22,131.25,0.00611388988899569
1581,1996-01-23,131.0,-0.0019065782705815315
1582,1996-01-24,128.05,-0.0227765105556172
1583,1996-01-25,129.25,0.00932770074300424
1584,1996-01-26,126.25,-0.02348444523306927
1585,1996-01-29,127.5,0.00985229644301164
1586,1996-01-30,127.4,-0.0007846214604178179
1587,1996-01-31,128.0,0.004698520781554114
1588,1996-01-02,134.0,0.0458095360312942
1589,1996-02-02,139.5,0.04022480131050901
1590,1996-05-02,143.4,0.02757332690409977
1591,1996-06-02,141.05,-0.016523490717514664
1592,1996-07-02,139.5,-0.011049836186585046
1593,1996-08-02,141.45,0.013881696486155818
